concept_id,category_id,nulls,api_url
24,636,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/636/
24,659,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/659/
24,645,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/645/
24,647,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/647/
24,666,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/666/
24,663,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/663/
24,665,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/665/
24,667,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/667/
24,672,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/672/
24,653,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/653/
24,673,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/673/
24,669,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/669/
24,658,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/658/
24,675,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/675/
24,676,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/676/
24,677,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/677/
24,678,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/678/
24,664,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/664/
24,681,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/681/
24,684,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/684/
24,685,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/685/
24,671,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/671/
24,691,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/691/
24,670,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/670/
24,689,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/689/
24,687,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/687/
24,693,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/693/
24,690,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/690/
24,695,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/695/
24,696,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/696/
24,679,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/679/
24,697,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/697/
24,699,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/699/
24,683,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/683/
24,682,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/682/
24,702,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/702/
24,688,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/688/
24,705,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/705/
24,703,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/703/
24,707,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/707/
24,709,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/709/
24,708,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/708/
24,712,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/712/
24,713,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/713/
24,711,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/711/
24,694,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/694/
24,715,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/715/
24,714,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/714/
24,717,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/717/
24,718,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/718/
24,701,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/701/
24,700,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/700/
24,719,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/719/
24,721,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/721/
24,720,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/720/
24,706,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/706/
24,725,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/725/
24,726,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/726/
24,724,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/724/
24,723,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/723/
24,729,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/729/
24,727,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/727/
24,731,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/731/
24,730,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/730/
24,732,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/732/
24,736,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/736/
24,733,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/733/
24,738,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/738/
24,735,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/735/
24,737,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/737/
24,739,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/739/
24,741,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/741/
24,742,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/742/
24,743,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/743/
24,747,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/747/
24,749,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/749/
24,744,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/744/
24,745,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/745/
24,748,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/748/
24,750,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/750/
24,753,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/753/
24,754,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/754/
24,751,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/751/
24,755,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/755/
24,756,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/756/
24,757,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/757/
24,760,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/760/
24,761,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/761/
24,762,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/762/
24,763,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/763/
24,765,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/765/
24,759,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/759/
24,766,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/766/
24,767,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/767/
24,768,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/768/
24,769,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/769/
24,771,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/771/
24,773,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/773/
24,775,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/775/
24,777,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/777/
24,772,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/772/
24,774,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/774/
24,779,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/779/
24,780,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/780/
24,781,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/24/781/
24,778,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/24/778/
59,417,OK,https://api-play-staging.brightzy.com/word/game/level/59/417/
59,416,OK,https://api-play-staging.brightzy.com/word/game/level/59/416/
25,85,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/25/85/
25,86,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/25/86/
27,93,data.game_data.question_image,https://api-play-staging.brightzy.com/word/game/level/27/93/
32,103,data.game_data.question_image,https://api-play-staging.brightzy.com/word/game/level/32/103/
60,418,data.game_data.options[1].option.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/60/418/
60,944,data.game_data.options[0].option.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/60/944/
62,945,OK,https://api-play-staging.brightzy.com/word/game/level/62/945/
63,946,OK,https://api-play-staging.brightzy.com/word/game/level/63/946/
47,181,"data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/181/
47,183,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/183/
47,184,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/184/
47,185,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/185/
47,186,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/186/
47,189,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/189/
47,191,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/191/
47,187,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/187/
47,192,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/192/
47,195,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/195/
47,188,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/188/
47,182,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/182/
47,193,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/193/
47,190,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/190/
47,194,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/47/194/
66,967,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/66/967/
26,91,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/26/91/
26,92,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/26/92/
31,98,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/31/98/
31,100,"data.game_data.question, data.game_data.question_image, data.game_data.problem.image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.image, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.image, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/31/100/
31,101,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/31/101/
28,102,"data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/28/102/
28,94,"data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/28/94/
28,178,"data.game_data.showing_letters[0].letter.custom_phoneme_sound, data.game_data.showing_letters[1].letter.custom_phoneme_sound, data.game_data.showing_letters[2].letter.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/28/178/
28,179,data.game_data.options[1].option.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/28/179/
28,180,OK,https://api-play-staging.brightzy.com/word/game/level/28/180/
28,345,OK,https://api-play-staging.brightzy.com/word/game/level/28/345/
28,925,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/28/925/
61,788,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/788/
61,790,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/790/
61,795,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/795/
61,798,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/798/
61,800,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/800/
61,802,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/802/
61,801,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/801/
61,789,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/789/
61,803,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/803/
61,812,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/812/
61,818,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/818/
61,819,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/819/
61,822,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/822/
61,808,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/808/
